
5999	CIR	19053.5	105.358317185	19202	18812	D-edges 35 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 4
5524	DW	3859.0	119.90100083	3972	3533	D-edges 25 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5523	GX	3847.0625	771.73501514	5262	2927	D-edges 30 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5522	CC	3835.0625	395.355610298	4261	3082	D-edges 25 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5521	4	3833.375	658.125925925	5285	2813	D-edges 30 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5520	CS	3825.6875	14.074439376	3839	3776	D-edges 12 	D-max-degree 5 	D-min-degree 0 	D-max-in-degree 3 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 2 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5519	AY	3824.0625	38.5494305243	3960	3775	D-edges 16 	D-max-degree 6 	D-min-degree 1 	D-max-in-degree 3 	D-min-in-degree 0 	D-max-out-degree 3 	D-min-out-degree 0 	D-diameter-from0 0 	UR-edges 2 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5518	A2M	3822.5625	156.617355659	3941	3389	D-edges 32 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5517	DT	3805.4375	8.74620453397	3822	3786	D-edges 20 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5516	DH	3781.0	22.9836898691	3823	3746	D-edges 21 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5515	2	3778.25	657.82677241	4858	2404	D-edges 30 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5514	LI	3774.8125	53.0627208476	3855	3705	D-edges 22 	D-max-degree 7 	D-min-degree 3 	D-max-in-degree 3 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 2 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5513	AE	3772.0	250.167194092	3951	2888	D-edges 21 	D-max-degree 7 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 2 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5512	G	3734.0	87.2933273509	3884	3478	D-edges 20 	D-max-degree 6 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5511	A6	3724.6875	80.2361504794	3870	3528	D-edges 24 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 3 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5510	AOT	3717.1875	586.89077122	4879	2890	D-edges 36 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5509	HI	3705.4375	345.947786658	3901	2562	D-edges 29 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5508	D5	3690.0625	548.880846445	4965	3083	D-edges 20 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5507	CU	3683.3125	21.5717371519	3732	3640	D-edges 20 	D-max-degree 6 	D-min-degree 2 	D-max-in-degree 3 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5506	WJ	3674.6875	99.9091579574	3832	3489	D-edges 24 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5505	AI	3672.125	27.836296	3713	3620	D-edges 17 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 3 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 1 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5504	BU	3671.3125	402.403671509	4217	2297	D-edges 23 	D-max-degree 6 	D-min-degree 2 	D-max-in-degree 3 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5503	AZ	3622.6875	102.763514166	3795	3479	D-edges 19 	D-max-degree 5 	D-min-degree 2 	D-max-in-degree 3 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5502	CG	3589.8125	291.569292525	3827	2662	D-edges 33 	D-max-degree 8 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5501	ATT	3555.3125	683.856958613	4912	2564	D-edges 32 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5500	LY	3548.4375	1518.93922561	9172	2420	D-edges 24 	D-max-degree 7 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 0 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5499	BAE	3540.25	557.894647313	4486	2600	D-edges 36 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5498	BEI	3534.375	483.380656807	3968	2280	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5497	DX	3511.75	375.450479424	3902	2237	D-edges 24 	D-max-degree 6 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5496	XO	3499.5	638.746526409	4796	2276	D-edges 30 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5495	H7	3478.75	24.0429303538	3519	3439	D-edges 28 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 4 	NSUC.conn 0 	NSUC-D-max-degree 9 	NSUC-D-max-in-degree 4 	NSUC-D-max-out-degree 5
5494	ZO	3434.375	898.637362552	4931	2070	D-edges 28 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5493	AN	3400.25	409.883138833	3816	2655	D-edges 24 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 3 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5492	D	3363.875	19.5348246729	3402	3337	D-edges 13 	D-max-degree 6 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 3 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 0 	UR-max-degree 0 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5491	FA	3350.75	505.864173964	3910	2258	D-edges 26 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5490	AE7	3340.3125	529.111249969	4856	2621	D-edges 32 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5489	EY	3253.0	425.688119402	3730	2084	D-edges 20 	D-max-degree 7 	D-min-degree 1 	D-max-in-degree 3 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5488	L5	3247.9375	913.049866433	5745	2236	D-edges 30 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5487	BKZ	3238.75	373.804845474	3974	2785	D-edges 29 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5486	JX	3104.625	1855.1630614	10288	2572	D-edges 29 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5485	KY	3072.4375	510.271492535	4123	2117	D-edges 28 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5484	B6	3057.5	18.4356990646	3087	3027	D-edges 16 	D-max-degree 7 	D-min-degree 0 	D-max-in-degree 3 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5483	BQ	3012.125	500.657427165	3928	2263	D-edges 27 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 2 	D-diameter-from0 0 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5482	BD	2965.8125	650.830452072	4286	2386	D-edges 19 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 3 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 2 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5481	NN	2959.1875	1660.1890035	9195	1599	D-edges 28 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 1 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5480	CH	2952.5	408.126205971	3851	2383	D-edges 28 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5479	BI	2949.4375	658.506451065	5497	2717	D-edges 29 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 2 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5478	P	2919.0625	461.639262405	4701	2716	D-edges 19 	D-max-degree 6 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 0 	UR-edges 1 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5477	BY	2886.6875	1133.64344696	7246	2232	D-edges 23 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 2 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5476	I7	2879.625	9.37999866738	2898	2864	D-edges 22 	D-max-degree 6 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 2 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5475	DB	2874.9375	1856.45941474	9571	1554	D-edges 22 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 0 	D-diameter-from0 0 	UR-edges 1 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
