
5999	CK4	1154.0625	20.8190680327	1192	1120	D-edges 106 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5480	GV	637.9375	20.7318256251	679	588	D-edges 104 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5479	AC	637.375	20.5574651891	679	612	D-edges 108 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5478	AN	636.1875	20.0661990359	663	593	D-edges 91 	D-max-degree 14 	D-min-degree 2 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 9 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5477	GN	634.6875	121.193914219	749	408	D-edges 107 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 4 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 6 	NSUC.conn 6
5476	B3M	634.1875	21.5238784551	663	576	D-edges 108 	D-max-degree 17 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5475	J7	630.625	38.1704646946	725	568	D-edges 105 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 5 	DD 11 	NSUC.disc 0 	all_sinkless_cycles 5 	NSUC.conn 5
5474	CP	630.375	26.6314546167	669	587	D-edges 80 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5473	2	625.125	24.864319315	662	569	D-edges 100 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5472	B66	623.8125	29.4665461795	689	585	D-edges 103 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 10 	NSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3
5471	BG	622.375	29.6624236198	657	547	D-edges 107 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5470	EO	621.625	61.6064880918	711	534	D-edges 105 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5469	AU	619.5	20.2792997907	646	584	D-edges 106 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 4 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5468	P	614.5625	27.5181048357	677	571	D-edges 97 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5467	FG	613.375	19.9370101821	655	571	D-edges 99 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 12 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5466	ZJ	612.75	76.5379807677	710	514	D-edges 97 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5465	KB	609.625	20.4263157471	651	567	D-edges 105 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 10 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5464	B2	609.5	94.8663533609	695	397	D-edges 95 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 7 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5463	MZ	608.4375	34.8298879377	685	553	D-edges 102 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3
5462	DA	604.5	28.5438259524	658	563	D-edges 103 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 6 	NSUC.conn 6
5461	D7	601.75	122.644557564	712	392	D-edges 97 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 5 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5460	AI	601.5625	23.8379129487	642	547	D-edges 105 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5459	PE	599.1875	37.0998968159	650	539	D-edges 72 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 7 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5458	CJR	597.25	48.880594309	653	433	D-edges 105 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 5 	NSUC.conn 5
5457	C7	595.9375	68.9759638842	671	474	D-edges 93 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 9 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5456	A7	590.875	28.1177768502	636	533	D-edges 101 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5455	E	590.4375	31.1808610168	631	495	D-edges 98 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 3 	NSUC.disc 0 	all_sinkless_cycles 4 	NSUC.conn 4
5454	CH	590.0625	29.3075688816	644	545	D-edges 99 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 5 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5453	CF	589.75	28.673812094	652	544	D-edges 100 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5452	OO	589.5625	41.7626758452	671	526	D-edges 111 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 9 	NSUC.conn 9
5451	BQ	589.5625	20.6336156248	639	556	D-edges 101 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5450	B6W	587.0	107.213571902	738	470	D-edges 103 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5449	PM	586.8125	19.9035761548	624	539	D-edges 78 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5448	FT	586.625	110.868094486	722	442	D-edges 96 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5447	MN	586.375	34.5323670634	668	510	D-edges 100 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 6 	NSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5446	FZ	585.5	62.6877180953	708	440	D-edges 99 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 10 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5445	CG	582.375	21.5373948053	618	545	D-edges 115 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 16 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5444	HA	571.75	30.9364267491	631	522	D-edges 115 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5443	BR	571.75	19.17191957	616	541	D-edges 102 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5442	JP	567.4375	35.5527227333	619	493	D-edges 103 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 11 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5441	ET	566.4375	22.5165737569	597	517	D-edges 104 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5440	F6	562.9375	30.435318197	625	511	D-edges 88 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 10 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5439	R	562.875	54.864463681	619	410	D-edges 78 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5438	AP	561.4375	82.5802403348	656	425	D-edges 93 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 4 	NSUC.conn 4
5437	BU	559.4375	21.5956267274	591	513	D-edges 103 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5436	IY	559.3125	101.512757049	744	436	D-edges 100 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5435	CHC	558.0	112.283124289	705	430	D-edges 98 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 10 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5434	N7	556.1875	95.5505224672	670	435	D-edges 97 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 13 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5433	KA	555.125	34.0475311146	616	493	D-edges 113 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 9 	NSUC.conn 9
5432	EK	554.75	27.3986769754	590	482	D-edges 103 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5431	PA	551.4375	28.5087020706	599	497	D-edges 90 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 10 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5430	IF	551.0	38.2426463519	620	491	D-edges 112 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 9 	NSUC.conn 9
5429	CD5	550.4375	70.2005775884	649	452	D-edges 102 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5428	C3	543.375	20.4140729645	565	497	D-edges 110 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 15 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5427	AB	537.75	99.1624298815	645	381	D-edges 91 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5426	OH	533.0	26.5588968144	574	465	D-edges 112 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5425	CX	522.0	29.3236252875	599	471	D-edges 105 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 9 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5424	EP	521.5625	29.8558385203	581	466	D-edges 100 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5423	GD	519.0	67.1872383716	642	436	D-edges 85 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5422	EA	513.25	86.6353709521	652	423	D-edges 105 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 9 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5421	I5	510.0625	61.6648894733	612	410	D-edges 104 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 18 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5420	LJ	503.25	30.6787793108	560	457	D-edges 95 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5419	RK	502.8125	54.9866105861	608	437	D-edges 77 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5418	G5	498.9375	30.8331573756	555	440	D-edges 102 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 3 	NSUC.disc 0 	all_sinkless_cycles 5 	NSUC.conn 5
5417	BJ	494.5	41.4668542332	623	453	D-edges 110 	D-max-degree 19 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5416	EG	493.25	27.835454011	559	445	D-edges 98 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 5 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5415	DI	491.125	87.5927187328	676	427	D-edges 114 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 21 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5414	GK	482.6875	12.4835829692	520	466	D-edges 110 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5413	Q	481.75	20.528942983	517	446	D-edges 100 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 7 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5412	MK	481.0	40.6939798988	564	436	D-edges 106 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
