
5999	CBZ	3194.0	57.2407197719	3297	3095	D-edges 45 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5242	CT	2296.25	41.2196858309	2353	2216	D-edges 53 	D-max-degree 12 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5241	FH	2294.3125	45.2903394086	2375	2223	D-edges 46 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 5 	conn_loopy_nodes 5
5240	CW	2293.9375	44.0375816065	2362	2208	D-edges 46 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5239	FM	2293.0	185.735026314	2599	2098	D-edges 55 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5238	DK	2292.625	26.4690267105	2330	2246	D-edges 40 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5237	BOL	2292.5625	48.1922825123	2358	2196	D-edges 46 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5236	EA	2292.3125	99.6172166031	2411	2111	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 4 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5235	AJ	2287.1875	41.3131618706	2375	2190	D-edges 44 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5234	BNR	2285.125	30.8116759525	2355	2242	D-edges 47 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5233	M6	2284.5625	19.9623669376	2321	2251	D-edges 43 	D-max-degree 10 	D-min-degree 7 	D-max-in-degree 5 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5232	BLW	2284.375	50.0885154002	2383	2218	D-edges 40 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5231	C7	2284.125	42.8469295866	2367	2208	D-edges 52 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5230	E7	2283.5	43.9331879107	2345	2186	D-edges 41 	D-max-degree 10 	D-min-degree 7 	D-max-in-degree 5 	D-min-in-degree 3 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5229	KS	2282.9375	41.6059922818	2347	2202	D-edges 40 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5228	BU5	2281.4375	33.6989776366	2340	2216	D-edges 50 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5227	CV	2280.625	39.3777776798	2362	2220	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5226	BK2	2280.0625	63.5830841793	2406	2182	D-edges 52 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5225	BLC	2279.375	43.2996463611	2343	2184	D-edges 47 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5224	G7	2277.625	40.5229487451	2348	2195	D-edges 42 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5223	BEN	2276.6875	82.4512877022	2400	2163	D-edges 41 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5222	CO	2274.875	35.3992849504	2327	2211	D-edges 50 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5221	AEJ	2273.6875	32.9350093935	2337	2210	D-edges 54 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5220	I2	2272.125	53.5769015062	2386	2183	D-edges 43 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5219	B3T	2271.375	44.4970153493	2338	2195	D-edges 48 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5218	CS	2270.875	30.9109102907	2328	2208	D-edges 44 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 5 	conn_loopy_nodes 5
5217	A7Z	2267.3125	39.4900600626	2324	2209	D-edges 53 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5216	OV	2267.0625	49.4740699129	2371	2168	D-edges 44 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5215	LC	2265.375	31.5770387307	2321	2176	D-edges 46 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5214	OC	2263.3125	51.8094088342	2351	2182	D-edges 43 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5213	IZ	2262.8125	42.2599378105	2340	2209	D-edges 48 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5212	DZ	2262.8125	49.1658147878	2403	2210	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5211	AVD	2261.3125	39.3410071522	2358	2213	D-edges 39 	D-max-degree 13 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5210	DS	2261.0	29.8998327755	2311	2214	D-edges 53 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5209	DR	2260.9375	57.2346799917	2375	2153	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5208	BEM	2258.3125	42.9879616143	2358	2166	D-edges 52 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 6 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5207	DB	2257.4375	37.8020646758	2316	2145	D-edges 48 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5206	NM	2254.75	84.217352725	2457	2142	D-edges 46 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5205	BE	2253.375	36.1971597643	2326	2212	D-edges 50 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 4 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5204	AG	2252.1875	42.7349662893	2349	2203	D-edges 49 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5203	BXI	2250.875	31.1445721595	2306	2174	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 5 	conn_loopy_nodes 5
5202	BVN	2250.875	32.9789231935	2313	2188	D-edges 51 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5201	HE	2249.4375	37.5532434518	2332	2161	D-edges 38 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5200	LA	2249.25	33.3307290649	2303	2173	D-edges 49 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5199	IY	2248.8125	37.3918753709	2321	2202	D-edges 45 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5198	BW	2247.1875	23.2438667986	2281	2203	D-edges 53 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 4 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5197	D7	2246.0	40.885510881	2312	2184	D-edges 55 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 20 	UR-max-degree 6 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5196	CP	2244.4375	31.2609355866	2281	2170	D-edges 52 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5195	KC	2243.9375	36.2102691753	2322	2198	D-edges 39 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5194	LV	2242.8125	37.1604943959	2308	2174	D-edges 41 	D-max-degree 10 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5193	DM	2240.0625	35.9191257376	2284	2161	D-edges 36 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5192	BS	2239.875	34.2159958937	2310	2190	D-edges 50 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5191	UP	2238.9375	41.4871497424	2312	2177	D-edges 52 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5190	A3	2228.75	26.7079108131	2287	2197	D-edges 51 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 4 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5189	CK	2227.3125	31.2704308213	2273	2176	D-edges 41 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5188	H6	2226.1875	54.7473957714	2323	2136	D-edges 45 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5187	CD	2225.875	72.3099880722	2327	2084	D-edges 44 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5186	BTD	2225.8125	51.0712966719	2381	2163	D-edges 46 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5185	GV	2223.625	41.9953494449	2311	2165	D-edges 50 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5184	AF	2222.0	52.3772374224	2294	2069	D-edges 43 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5183	BP	2221.9375	29.4649553495	2267	2157	D-edges 41 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5182	TX	2221.75	42.2055979699	2294	2135	D-edges 49 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
