
5999	AJ5	317103.9375	6417.70131617	327895	306766	D-edges 636 	D-max-degree 31 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 42 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 42 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5647	CO	249937.0625	4983.24675122	257310	240777	D-edges 593 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5646	EN	249201.1875	11285.2458946	266129	224277	D-edges 591 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 17
5645	D2	248580.9375	24211.5603624	283435	207203	D-edges 642 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5644	M5	248391.0	29694.4463726	279131	167749	D-edges 614 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 35 	NSUC.conn 35 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 18
5643	OR	248332.75	15341.2645971	269388	221690	D-edges 614 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 23 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 77 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 19
5642	CT	248313.6875	11119.5324189	265159	225536	D-edges 601 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 65 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 30 	NSUC.conn 30 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5641	F5	248130.125	18249.7032917	268159	199292	D-edges 622 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5640	OS	246995.3125	26528.4240361	288928	204043	D-edges 634 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5639	BJ	246940.5625	9662.16527214	256965	214991	D-edges 601 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 65 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 30 	NSUC.conn 30 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5638	BB	246753.25	16614.1782918	264301	193390	D-edges 595 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 66 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5637	GF	246600.1875	4784.80865891	254425	236620	D-edges 583 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 2 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 63 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 33 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 33 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5636	7S	246367.125	21447.7285857	292017	195461	D-edges 635 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 76 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5635	FE	246039.6875	6598.30709083	258956	235040	D-edges 606 	D-max-degree 36 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 4 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 61 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 43 	NSUC.disc 31 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 31 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 18
5634	TN	245945.875	22609.6438104	269811	196283	D-edges 614 	D-max-degree 30 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 70 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 30 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5633	DO	245943.6875	21703.7011928	276817	195058	D-edges 623 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 17 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 17
5632	CA	245444.5	23653.5345271	285350	205349	D-edges 608 	D-max-degree 33 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5631	GT	244589.875	15152.7191944	272064	221487	D-edges 583 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 55 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 15
5630	KW	244565.8125	33195.9568325	293185	189387	D-edges 651 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 89 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 43 	NSUC.conn 43 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5629	KY	243483.9375	19173.6181525	274356	215140	D-edges 617 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 40 	NSUC.conn 40 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5628	FB	242790.0625	29171.5253447	291991	188239	D-edges 629 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 24 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 35 	NSUC.conn 35 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 18
5627	BQ	241997.5625	30480.2510078	284710	184386	D-edges 615 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 17 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 68 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5626	B6	241611.0	20179.5616126	279684	209768	D-edges 618 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 17 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 17
5625	AC	241106.8125	24640.3528136	283687	198100	D-edges 625 	D-max-degree 35 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 21 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5624	HP	241011.6875	31839.1632304	270365	163653	D-edges 630 	D-max-degree 35 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5623	BL	240669.9375	17853.6895993	264462	194363	D-edges 593 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 66 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5622	B5	240442.875	14307.070083	259349	205660	D-edges 637 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 85 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5621	GP	239826.4375	29456.9953809	279462	186269	D-edges 595 	D-max-degree 33 	D-min-degree 13 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 17
5620	E5	239746.1875	25238.8867876	274801	184616	D-edges 622 	D-max-degree 31 	D-min-degree 18 	D-max-in-degree 17 	D-min-in-degree 7 	D-max-out-degree 17 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 17
5619	T	239368.9375	31149.393424	279817	180544	D-edges 613 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 43 	NSUC.conn 43 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5618	GY	239006.625	39776.1202999	290843	175040	D-edges 672 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 97 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 45 	NSUC.conn 45 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5617	BP	238059.0	24129.6690301	270429	187665	D-edges 623 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5616	A7	237632.125	9418.29275184	254561	217852	D-edges 598 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5615	H	236493.625	19203.8859149	262194	182258	D-edges 597 	D-max-degree 35 	D-min-degree 12 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 21 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5614	KQ	236115.6875	39226.9297912	279475	165790	D-edges 633 	D-max-degree 34 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5613	B3	235774.4375	22336.4863927	267548	179902	D-edges 598 	D-max-degree 35 	D-min-degree 12 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 21 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5612	CD	234893.625	16509.1288984	260305	201347	D-edges 587 	D-max-degree 36 	D-min-degree 11 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 64 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5611	B7	234000.3125	33298.1873525	286512	183119	D-edges 633 	D-max-degree 36 	D-min-degree 15 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5610	HL	233246.0625	35803.7854135	290952	175139	D-edges 633 	D-max-degree 33 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5609	AK	232594.8125	38834.4785326	273135	153849	D-edges 622 	D-max-degree 32 	D-min-degree 17 	D-max-in-degree 17 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 43 	NSUC.conn 43 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5608	EL	231655.4375	24806.5170191	264416	184662	D-edges 611 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 66 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 29 	NSUC.conn 29 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5607	CB	229969.5625	29540.3156761	290543	185911	D-edges 608 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 4 	D-max-out-degree 19 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 70 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5606	AL	229034.875	33754.4494676	280737	176911	D-edges 608 	D-max-degree 37 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5605	A	226951.6875	21450.2843038	262597	185567	D-edges 631 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 25 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 25 	NSUC-D-max-out-degree 19
5604	KV	226839.625	24649.1580304	270726	190947	D-edges 631 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5603	BY	226042.5	32029.340426	270869	177587	D-edges 615 	D-max-degree 41 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 68 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5602	J	225155.1875	20743.2864206	258858	185807	D-edges 599 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5601	GX	224673.125	39654.2950052	276567	164345	D-edges 631 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5600	GC	224570.875	20481.6384412	264669	188274	D-edges 622 	D-max-degree 34 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5599	FG	223480.8125	33195.706321	268766	172063	D-edges 628 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
