
5999	APQ	11288.4375	304.378047983	11936	10821	D-edges 167 	D-max-degree 22 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 11 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 32 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5665	DG	1470.3125	81.6667915603	1631	1338	D-edges 193 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 14
5664	2	1468.25	108.002025444	1736	1277	D-edges 190 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 12
5663	KA	1463.1875	156.491700559	1760	1252	D-edges 192 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5662	AT	1448.0	199.054326755	1736	1105	D-edges 191 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 15
5661	BM	1445.625	200.178631165	1922	1239	D-edges 191 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5660	DQ	1438.9375	97.96713017	1623	1330	D-edges 186 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 12
5659	FK	1437.375	157.33994844	1650	1215	D-edges 201 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 16 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 14
5658	FU	1424.75	169.959002409	1770	1197	D-edges 193 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 14
5657	DL	1424.5	152.888030925	1613	1069	D-edges 193 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5656	FF	1418.125	103.447979076	1540	1108	D-edges 184 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5655	BW	1416.1875	167.809124733	1760	1144	D-edges 195 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5654	EQ	1415.125	182.043221173	1719	1137	D-edges 192 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 11 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 28 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 15
5653	AGQ	1408.8125	81.1620437381	1535	1261	D-edges 169 	D-max-degree 21 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 11 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 11
5652	EY	1403.1875	165.447959624	1694	1166	D-edges 203 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5651	L	1396.8125	24.7139099244	1442	1348	D-edges 183 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 12
5650	FB	1388.8125	53.915696636	1503	1311	D-edges 189 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 15 	D-min-in-degree 4 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 15
5649	BF	1376.5	160.112070126	1784	1175	D-edges 191 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 12
5648	FG	1374.8125	233.943427657	1852	1093	D-edges 198 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5647	BY	1371.75	113.731866687	1501	1062	D-edges 183 	D-max-degree 22 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5646	CZ	1370.5	214.926150107	1985	1123	D-edges 194 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 16 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 15
5645	GS	1366.625	96.3002303995	1557	1175	D-edges 179 	D-max-degree 23 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5644	FH	1354.4375	135.353688881	1704	1187	D-edges 194 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 14
5643	AGR	1345.125	152.122843041	1689	1073	D-edges 167 	D-max-degree 21 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 11 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 33 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5642	AP	1335.875	187.036385163	1766	1089	D-edges 196 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5641	IQ	1335.4375	54.979506125	1460	1276	D-edges 173 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 37 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5640	CB	1331.125	146.534072403	1633	1154	D-edges 197 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5639	C5	1314.9375	180.532361625	1766	1075	D-edges 185 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5638	V	1296.625	13.4716136747	1326	1278	D-edges 186 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 11 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 14
5637	A4	1295.4375	9.74017934896	1324	1279	D-edges 184 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 11 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 14
5636	G3	1289.0625	181.810158115	1665	1064	D-edges 184 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 36 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5635	Y	1277.8125	126.452174136	1504	1106	D-edges 201 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 13
5634	BN	1260.75	171.243795508	1651	1011	D-edges 191 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5633	B5	1260.5625	171.905485933	1493	1002	D-edges 182 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 12
5632	E4	1249.125	161.464343974	1602	1087	D-edges 179 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 15
5631	CM	1239.5	169.310735041	1474	969	D-edges 198 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5630	AC	1232.75	138.25	1496	1002	D-edges 187 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5629	CU	1231.6875	153.946305067	1640	1070	D-edges 194 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5628	X	1224.9375	137.846594422	1520	1065	D-edges 191 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5627	DD	1205.1875	100.862665758	1413	1045	D-edges 181 	D-max-degree 21 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5626	A	1182.6875	150.796103543	1433	982	D-edges 184 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 17 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 14
5625	AK	1178.125	148.59629664	1512	1030	D-edges 177 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 36 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 12
5624	A3	1177.625	158.537406863	1447	944	D-edges 168 	D-max-degree 20 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 33 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5623	BO	1172.125	125.961737742	1392	950	D-edges 190 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5622	5	1168.4375	150.301766769	1391	945	D-edges 186 	D-max-degree 23 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5621	6	1165.6875	164.328070772	1720	1049	D-edges 194 	D-max-degree 23 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 16 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 16
5620	AL	1160.4375	153.052265889	1445	948	D-edges 180 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 12
5619	C2	1158.25	129.578402907	1420	963	D-edges 194 	D-max-degree 28 	D-min-degree 13 	D-max-in-degree 16 	D-min-in-degree 4 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 28 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 15
5618	B3	1157.0	141.196671349	1453	980	D-edges 181 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 12
5617	U	1155.4375	61.6684367708	1309	1072	D-edges 195 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5616	J	1150.875	131.35632598	1498	974	D-edges 192 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
