
5999	APP	5892.3125	61.1889683174	6025	5767	D-edges 115 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 18 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5816	DJ	5038.125	98.5379844273	5191	4806	D-edges 114 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5815	CC	5037.875	37.8844872606	5112	4971	D-edges 93 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5814	JW	5036.5	152.20955949	5269	4743	D-edges 97 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5813	HW	5034.5625	57.2264894411	5107	4911	D-edges 121 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5812	AM	5032.3125	56.9283746804	5115	4933	D-edges 104 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5811	GA	5028.375	86.5396404834	5168	4879	D-edges 113 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5810	I3	5019.9375	71.7639087129	5134	4900	D-edges 96 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5809	T7	5018.125	54.116627528	5103	4916	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5808	CP	5012.8125	45.4906841425	5092	4935	D-edges 110 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5807	DN	5012.625	94.1228419407	5202	4901	D-edges 103 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5806	ID	5009.125	52.9361348702	5087	4912	D-edges 98 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5805	EN	5008.75	49.3045383307	5101	4920	D-edges 104 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5804	CF	5008.4375	64.6586892363	5132	4899	D-edges 113 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5803	3	5001.1875	96.0281330848	5218	4864	D-edges 100 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 11 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5802	EM	4996.875	103.644750832	5118	4818	D-edges 102 	D-max-degree 17 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5801	FF	4996.5	65.0	5088	4869	D-edges 113 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5800	AY	4994.9375	60.1139217965	5165	4902	D-edges 87 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5799	SW	4993.375	75.7544346887	5161	4820	D-edges 113 	D-max-degree 18 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 22 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 10 	conn_loopy_nodes 10
5798	FQ	4991.3125	52.5091881841	5072	4846	D-edges 120 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 4 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 11 	conn_loopy_nodes 11
5797	II	4990.5625	75.8789898045	5195	4871	D-edges 103 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5796	H2	4989.3125	148.286344091	5287	4798	D-edges 119 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5795	CN	4989.1875	62.9476158703	5138	4908	D-edges 98 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5794	EF	4987.5	86.0595723903	5127	4856	D-edges 96 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5793	KK	4986.6875	83.6321699094	5125	4810	D-edges 105 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5792	B	4984.1875	68.3513155963	5147	4858	D-edges 111 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5791	AWD	4983.25	44.965959347	5086	4908	D-edges 116 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5790	CJ	4982.3125	62.0853432281	5127	4885	D-edges 98 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5789	N	4982.25	52.4839261108	5080	4881	D-edges 86 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5788	BM	4982.25	49.7876741775	5088	4899	D-edges 105 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5787	EE	4982.0625	65.8582462092	5104	4858	D-edges 104 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 3 	all_loopy_nodes 8 	conn_loopy_nodes 5
5786	PX	4980.875	67.9815002409	5088	4823	D-edges 109 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5785	GJ	4980.0	48.0949581557	5113	4919	D-edges 114 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5784	FV	4979.1875	73.7116160707	5088	4842	D-edges 113 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5783	IC	4978.875	52.3150014336	5058	4867	D-edges 109 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5782	DQ	4978.5625	63.785743656	5120	4885	D-edges 114 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5781	C6	4973.9375	62.7688903339	5088	4877	D-edges 94 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5780	CT	4968.125	68.9808623823	5107	4875	D-edges 98 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5779	AD	4966.875	62.8250298448	5046	4834	D-edges 94 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5778	HV	4966.5	82.7345151675	5068	4804	D-edges 105 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5777	FD	4966.25	86.0548516936	5105	4825	D-edges 103 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5776	G5	4965.625	70.0891173792	5090	4853	D-edges 108 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 11 	all_loopy_nodes 11 	conn_loopy_nodes 0
5775	GK	4962.0	60.6207472735	5077	4840	D-edges 111 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5774	DW	4961.625	67.992531759	5107	4837	D-edges 87 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5773	BD	4958.4375	79.2006697809	5088	4844	D-edges 94 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5772	B2	4954.125	48.2271642853	5029	4856	D-edges 95 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 10 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5771	BU	4952.0	58.7324441855	5043	4814	D-edges 93 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5770	GN	4949.5	62.2474899092	5111	4864	D-edges 109 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5769	MK	4947.75	62.1505229262	5058	4812	D-edges 106 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5768	FE	4945.75	55.6905512632	5006	4826	D-edges 112 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5767	CU	4945.625	54.0900580051	5016	4783	D-edges 99 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5766	BH	4945.5	58.137767415	5021	4816	D-edges 113 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5765	HE	4944.0	60.5216903267	5065	4849	D-edges 119 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5764	FC	4936.5	48.493556273	4995	4824	D-edges 110 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 12 	all_loopy_nodes 12 	conn_loopy_nodes 0
5763	AU	4932.375	65.005648793	5053	4825	D-edges 92 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 10 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5762	BV	4931.3125	63.4554161892	5090	4816	D-edges 110 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5761	JV	4929.375	52.0479046168	5045	4844	D-edges 102 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5760	GF	4927.5625	65.724775342	5074	4839	D-edges 104 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5759	TJ	4922.625	41.3821746045	5004	4852	D-edges 116 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5758	FB	4916.0	53.2329785002	5067	4824	D-edges 114 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5757	TI	4915.875	70.9021112168	5087	4774	D-edges 97 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5756	CO	4909.4375	37.0994756533	4984	4848	D-edges 104 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5755	IH	4904.125	64.8593430047	5015	4764	D-edges 113 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
