
5999	AJ2	123155.5	2349.88638023	126797	117617	D-edges 116 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 19 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5817	K7	78827.625	2308.66581804	82954	75089	D-edges 110 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 6 	NSUC.conn 0
5816	GM	78340.875	203.212596497	78655	77988	D-edges 87 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 4 	UR-edges 10 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5815	S2	78261.875	1783.20027882	81025	74481	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5814	FX	78106.9375	2474.25386402	81781	70994	D-edges 99 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 10 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5813	G3	77662.875	1941.19547171	80911	74127	D-edges 105 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 9 	NSUC.conn 0
5812	JL	77651.75	2012.81145106	80682	73927	D-edges 105 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5811	K3	77639.5625	1401.63863784	80070	74763	D-edges 111 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5810	N7	77580.625	1310.69203453	80542	75800	D-edges 113 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5809	HD	77537.25	1722.22750022	80457	73141	D-edges 101 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 10 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 6 	NSUC.conn 0
5808	GE	77513.4375	1730.55475097	80432	74508	D-edges 96 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 7 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 6 	NSUC.conn 0
5807	EY	77339.9375	1535.34143063	80187	74720	D-edges 98 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 7 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 6 	NSUC.conn 0
5806	EV	77298.3125	1888.07275147	80960	74838	D-edges 105 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 9 	NSUC.conn 0
5805	YZ	77030.625	2828.33837869	84320	73028	D-edges 113 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 18 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5804	FC	76918.625	2204.94886208	80438	72701	D-edges 103 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 0
5803	RH	76669.3125	1026.11376798	79513	75234	D-edges 110 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5802	GR	76638.625	2566.02065159	81304	72704	D-edges 102 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 0
5801	GC	76532.9375	3452.02747434	80547	69759	D-edges 100 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 0
5800	FD	76452.125	2006.46380091	80856	72686	D-edges 104 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 9 	NSUC.conn 0
5799	2L	76445.4375	2484.00203726	79627	70664	D-edges 114 	D-max-degree 18 	D-min-degree 9 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5798	U	76145.9375	233.46639714	76537	75862	D-edges 80 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 9 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5797	UT	76008.75	1539.49981731	80465	73837	D-edges 108 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0
5796	EP	74889.125	3197.62270826	80333	68295	D-edges 110 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 13 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5795	GQ	74871.875	9145.85882295	81539	40799	D-edges 106 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 9 	NSUC.conn 0
5794	I4	74767.1875	9699.70964268	89176	39627	D-edges 108 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5793	I3	74278.0625	1051.04997911	75724	72275	D-edges 107 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 11 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5792	NE	73979.8125	2443.26598068	78308	68817	D-edges 120 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 15 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 15 	NSUC.conn 0
5791	I2	73881.875	1692.3376907	76973	70530	D-edges 110 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5790	OX	73563.9375	1524.95563332	75909	69711	D-edges 116 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5789	FM	73545.625	9405.32426923	83667	49507	D-edges 110 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5788	E6	73223.625	1263.13087579	75904	71406	D-edges 99 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5787	DF	72953.0	1390.29430338	75439	70898	D-edges 98 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 16 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5786	S	72859.9375	1303.13566393	75772	70969	D-edges 98 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 16 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5785	SU	72156.8125	802.054488388	74085	70610	D-edges 122 	D-max-degree 16 	D-min-degree 9 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5784	H7	72087.4375	1836.34218519	75267	68778	D-edges 102 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5783	UL	72086.1875	1466.41933032	75560	69295	D-edges 115 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 4 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5782	CF	71899.4375	3643.41539576	77152	62103	D-edges 107 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 17 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5781	GJ	71890.3125	2550.32918754	77093	67678	D-edges 120 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 15 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5780	NK	71718.875	1717.21925926	74900	69042	D-edges 117 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5779	HL	71571.0625	1489.69264736	75966	69185	D-edges 97 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 10 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5778	S3	70842.5625	1566.23285979	72875	67649	D-edges 108 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5777	VY	70783.0	2524.16171728	74745	65072	D-edges 118 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 16 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5776	PI	70572.3125	2665.46571256	76728	66200	D-edges 118 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5775	FE	70459.125	903.790343152	71968	68814	D-edges 101 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5774	2M	70422.625	1875.75940871	72815	66572	D-edges 122 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 13 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5773	CL	70327.0	1085.51312751	73124	68511	D-edges 101 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5772	PO	70317.875	1311.55884709	72948	68092	D-edges 111 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5771	IC	70286.125	1146.22668324	71971	66961	D-edges 103 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 10 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5770	HW	70258.5625	2537.17692448	76287	64652	D-edges 120 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 16 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5769	K4	70207.8125	1382.03569141	73658	68123	D-edges 94 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5768	LF	69661.0	1031.22536334	71892	67326	D-edges 116 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5767	CW	69551.875	3379.15469968	81717	66109	D-edges 93 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 10 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5766	LG	69496.1875	1390.70819274	71632	66489	D-edges 99 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 11 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5765	QG	69414.625	8476.59978909	100996	63675	D-edges 120 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 3
5764	MO	69207.25	1436.12462464	71326	66785	D-edges 120 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5763	Q5	69188.9375	2540.90673945	73148	63656	D-edges 109 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 17 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 11 	NSUC.conn 0
5762	EJ	68941.0625	1294.70356012	70606	66319	D-edges 105 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5761	Y6	68714.375	2428.97169279	74990	65494	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5760	I6	68694.6875	1127.39343835	70559	66817	D-edges 115 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5759	SH	68366.5	2169.14153526	74401	65349	D-edges 120 	D-max-degree 18 	D-min-degree 9 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5758	CN	68223.0	2000.14577594	73241	64707	D-edges 94 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 10 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5757	AGW	68028.25	2248.43844423	71788	64358	D-edges 121 	D-max-degree 18 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
