
5999	B6T	6940.5	89.9485964315	7149	6750	D-edges 229 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5253	CW	5711.25	123.189133043	5916	5497	D-edges 197 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5252	E3	5709.375	68.3574017572	5832	5611	D-edges 191 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5251	HJ	5708.125	89.7432971035	5851	5540	D-edges 190 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 12 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5250	K4	5707.6875	64.4599863772	5795	5590	D-edges 194 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5249	WA	5706.125	46.0093400844	5840	5637	D-edges 213 	D-max-degree 26 	D-min-degree 17 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5248	DQ	5706.0	110.79541958	5919	5473	D-edges 178 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5247	AYU	5704.25	50.692085181	5796	5582	D-edges 230 	D-max-degree 27 	D-min-degree 20 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 66 	UR-max-degree 9 	UR-min-degree 4 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5246	IH	5704.125	52.3794747492	5819	5618	D-edges 188 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5245	EN	5703.8125	122.136818133	5856	5514	D-edges 199 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5244	B6	5699.375	83.2675469496	5899	5597	D-edges 206 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5243	FW	5687.8125	80.8023968936	5830	5552	D-edges 191 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 38 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5242	KB	5687.4375	62.8042283111	5839	5599	D-edges 188 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5241	GH	5685.75	78.8158454881	5848	5540	D-edges 209 	D-max-degree 27 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5240	ET	5684.1875	91.7116532604	5825	5533	D-edges 202 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5239	B6F	5676.4375	22.1302077204	5720	5642	D-edges 226 	D-max-degree 29 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 68 	UR-max-degree 12 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5238	BN	5670.5	98.4587477068	5834	5513	D-edges 199 	D-max-degree 24 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5237	C2	5665.5	83.9746985705	5850	5527	D-edges 201 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5236	UF	5665.0	59.8038460302	5763	5576	D-edges 211 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5235	BZ	5659.75	67.5078699116	5739	5539	D-edges 187 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5234	HM	5658.125	56.3481088857	5796	5546	D-edges 199 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5233	DE	5657.8125	65.3703093442	5792	5548	D-edges 194 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5232	IG	5656.9375	37.0834679305	5725	5591	D-edges 199 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 60 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5231	JJ	5653.75	75.3363292177	5788	5527	D-edges 205 	D-max-degree 24 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5230	FZ	5653.0625	51.082615377	5734	5572	D-edges 204 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5229	IM	5652.125	82.5521615404	5789	5501	D-edges 197 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 4 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5228	4D	5651.5625	47.3457610959	5763	5581	D-edges 215 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5227	F6	5650.4375	68.8376429997	5748	5506	D-edges 202 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5226	DH	5646.5	55.5078823231	5755	5541	D-edges 178 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 17 	conn_loopy_nodes 17
5225	DF	5646.375	95.1386324003	5869	5456	D-edges 197 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5224	JU	5646.125	63.6286835869	5731	5518	D-edges 202 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5223	RD	5643.8125	90.3190309057	5856	5497	D-edges 191 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5222	J5	5643.5	81.3272709489	5732	5484	D-edges 195 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5221	GB	5643.375	63.6316303029	5752	5533	D-edges 204 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5220	3P	5632.4375	54.0161651152	5730	5532	D-edges 221 	D-max-degree 26 	D-min-degree 19 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 10 	UR-min-degree 4 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5219	BR	5630.875	52.6603206884	5725	5499	D-edges 205 	D-max-degree 25 	D-min-degree 17 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5218	V6	5629.9375	60.7180664527	5775	5525	D-edges 216 	D-max-degree 25 	D-min-degree 18 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 58 	UR-max-degree 8 	UR-min-degree 4 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5217	GD	5629.5625	55.9575383103	5755	5547	D-edges 203 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5216	AC	5623.8125	105.479392982	5849	5447	D-edges 187 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5215	FN	5620.25	113.28862476	5776	5371	D-edges 194 	D-max-degree 29 	D-min-degree 13 	D-max-in-degree 16 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5214	C3	5619.8125	99.7986840782	5811	5478	D-edges 189 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5213	J2	5618.6875	90.3595033394	5758	5472	D-edges 202 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5212	MA	5618.0625	39.1893938936	5697	5569	D-edges 190 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5211	B7	5614.875	52.6009446208	5688	5509	D-edges 184 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5210	FU	5610.3125	52.2035903339	5718	5530	D-edges 202 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5209	K	5610.0	129.770470447	5923	5385	D-edges 195 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5208	BW	5609.0	64.1122063261	5695	5482	D-edges 194 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5207	BK	5602.25	103.407869623	5748	5314	D-edges 178 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5206	DJ	5601.8125	48.0835454574	5694	5513	D-edges 199 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5205	DL	5599.8125	60.2735625606	5667	5441	D-edges 189 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5204	B2	5599.3125	87.5876123875	5762	5471	D-edges 201 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 11 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5203	AE	5598.5	54.7984945049	5699	5460	D-edges 183 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 35 	UR-max-degree 6 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5202	5H	5598.0625	50.0667913267	5703	5506	D-edges 217 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 9 	UR-min-degree 4 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5201	G5	5598.0	51.0722527406	5695	5510	D-edges 192 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5200	EW	5595.375	43.7676750011	5652	5516	D-edges 207 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5199	HV	5595.0	65.527665913	5743	5505	D-edges 208 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5198	EU	5594.8125	53.2895613019	5699	5506	D-edges 194 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5197	JP	5589.1875	47.6041210795	5684	5471	D-edges 189 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5196	GC	5588.0625	52.1050246497	5673	5450	D-edges 182 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5195	APQ	5588.0625	83.2664914221	5770	5466	D-edges 222 	D-max-degree 30 	D-min-degree 15 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 63 	UR-max-degree 12 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5194	7	5587.5	72.0564015199	5763	5479	D-edges 198 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5193	AB	5581.0625	45.5184972703	5647	5488	D-edges 189 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
