
5999	D2Q	16824.0	82.245060642	16978	16646	D-edges 762 	D-max-degree 40 	D-min-degree 22 	D-max-in-degree 23 	D-min-in-degree 10 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 132 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5069	E7	14891.75	64.7142758593	15021	14780	D-edges 604 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5068	NW	14889.375	89.5201618352	15024	14735	D-edges 722 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 110 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5067	HI	14885.5625	91.7775631282	15020	14697	D-edges 637 	D-max-degree 33 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 95 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5066	YE	14880.9375	86.0482922187	15063	14721	D-edges 692 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 100 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5065	ARO	14880.125	135.380886299	15167	14734	D-edges 701 	D-max-degree 39 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5064	AGY	14879.625	66.4274745493	15026	14757	D-edges 706 	D-max-degree 39 	D-min-degree 21 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 87 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5063	DK	14872.875	74.9657213332	14968	14707	D-edges 611 	D-max-degree 33 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5062	HS	14868.6875	138.029307916	15115	14627	D-edges 615 	D-max-degree 36 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 17
5061	KO	14865.625	90.7819330869	15044	14663	D-edges 647 	D-max-degree 39 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 85 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5060	DZ	14862.3125	75.1521113725	15027	14703	D-edges 602 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5059	K2	14859.6875	170.500263471	15140	14483	D-edges 671 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 93 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5058	EF	14854.6875	111.491994528	14965	14531	D-edges 645 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5057	KL	14848.4375	113.48896904	15151	14691	D-edges 674 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 102 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5056	K3	14848.25	72.7895081725	15053	14757	D-edges 679 	D-max-degree 34 	D-min-degree 20 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 96 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5055	HH	14848.125	134.546866835	15123	14560	D-edges 680 	D-max-degree 38 	D-min-degree 19 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 101 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5054	BI	14847.1875	69.8115487849	14992	14743	D-edges 622 	D-max-degree 33 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5053	EE	14838.9375	74.5607711451	14995	14702	D-edges 630 	D-max-degree 32 	D-min-degree 18 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5052	CH	14838.125	74.986561296	14954	14671	D-edges 623 	D-max-degree 34 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5051	HZ	14837.3125	108.389758943	15010	14646	D-edges 658 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 97 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5050	GW	14828.9375	129.386276682	15119	14583	D-edges 655 	D-max-degree 39 	D-min-degree 19 	D-max-in-degree 23 	D-min-in-degree 8 	D-max-out-degree 18 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5049	FJ	14828.75	83.7149180254	15012	14649	D-edges 633 	D-max-degree 34 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 93 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5048	CF	14825.125	92.6727272449	15008	14702	D-edges 626 	D-max-degree 34 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 88 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5047	BV	14822.9375	68.6107396386	14934	14664	D-edges 625 	D-max-degree 34 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 89 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5046	DH	14815.375	138.079630558	14996	14573	D-edges 647 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 24 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 87 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 19
5045	FZ	14812.875	108.035222844	15080	14638	D-edges 619 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5044	4	14811.1875	103.723321118	15004	14618	D-edges 603 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5043	U5	14810.8125	80.3081710896	14937	14631	D-edges 709 	D-max-degree 37 	D-min-degree 20 	D-max-in-degree 21 	D-min-in-degree 10 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 109 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5042	EU	14810.5	169.788103235	15111	14550	D-edges 602 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 20
5041	LK	14805.5	106.222643537	15039	14564	D-edges 677 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 97 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5040	D5	14803.6875	82.4057937511	14919	14592	D-edges 622 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5039	F7	14800.4375	106.584455216	14970	14557	D-edges 631 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 74 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5038	DW	14798.4375	73.4668026645	14948	14644	D-edges 679 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 91 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5037	MG	14793.8125	96.0066526015	14994	14649	D-edges 676 	D-max-degree 39 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 93 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5036	EL	14790.5625	93.0248412724	14922	14557	D-edges 629 	D-max-degree 33 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5035	CV	14785.875	90.5606668206	15012	14661	D-edges 603 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5034	GE	14784.9375	83.2154348288	14934	14644	D-edges 639 	D-max-degree 38 	D-min-degree 19 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5033	EH	14784.375	87.5898645678	14963	14631	D-edges 609 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5032	EA	14783.125	111.586219467	15020	14581	D-edges 622 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5031	DP	14781.0	82.8892333177	14897	14616	D-edges 593 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 4 	D-max-out-degree 17 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 44 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 17
5030	EB	14777.4375	108.236990413	14923	14593	D-edges 681 	D-max-degree 38 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 93 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5029	FG	14771.625	120.987021515	15019	14564	D-edges 607 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 17 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 17
5028	ABE	14771.5	82.256458713	14890	14607	D-edges 689 	D-max-degree 38 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 104 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 43 	NSUC.conn 43 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5027	FK	14760.3125	82.8897752666	14927	14646	D-edges 628 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 75 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5026	CE	14759.4375	87.6961863125	14904	14572	D-edges 629 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 24 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 88 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 20
5025	G7	14759.1875	88.0477276467	14991	14611	D-edges 637 	D-max-degree 36 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 40 	NSUC.conn 40 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5024	J	14756.5625	144.474032593	15039	14504	D-edges 599 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5023	HA	14741.9375	113.372984409	14934	14481	D-edges 643 	D-max-degree 32 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5022	J6	14738.0625	111.241555157	14923	14556	D-edges 654 	D-max-degree 42 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 89 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5021	F	14730.3125	91.5769613153	14888	14575	D-edges 607 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5020	H5	14724.6875	82.4361258415	14872	14567	D-edges 661 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 95 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
