
5999	AZH	239162.625	3520.07652394	245861	232791	D-edges 344 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 25 	NSUC.disc 12 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 12 	NSUC.conn 0
5817	AKU	152615.125	2856.34385787	157285	148279	D-edges 344 	D-max-degree 19 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 27 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5816	FB	152288.4375	2776.92937362	157142	146862	D-edges 325 	D-max-degree 23 	D-min-degree 5 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 22 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5815	SN	151637.6875	2917.33387956	158562	147892	D-edges 342 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 28 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5814	AXG	151606.25	3313.89290526	156241	146628	D-edges 337 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5813	HC	151378.6875	4486.54315312	159936	143939	D-edges 344 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 28 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5812	AZF	150970.25	5174.25543557	158719	135830	D-edges 336 	D-max-degree 26 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 30 	DD 16 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5811	QR	150715.3125	2916.60521237	154897	145726	D-edges 345 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 28 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5810	Y4	150364.5	2354.40363999	156091	147337	D-edges 341 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 19 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5809	XV	150274.3125	4117.16210998	157340	143572	D-edges 351 	D-max-degree 23 	D-min-degree 9 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 24 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5808	Q4	149815.3125	2753.16689738	155862	145596	D-edges 342 	D-max-degree 24 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 25 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5807	FV	149576.0625	3522.31599003	156057	143495	D-edges 330 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 30 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5806	HM	149260.8125	3492.78512112	159594	142019	D-edges 318 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 27 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5805	D2	148724.625	3547.06371304	155300	143517	D-edges 320 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 22 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 9 	NSUC.conn 0
5804	HA	147885.5	2437.61053596	152465	143142	D-edges 328 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5803	23	147693.5	7474.41299535	157292	131141	D-edges 349 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 33 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5802	ADN	146942.8125	3745.07249961	155454	138054	D-edges 353 	D-max-degree 23 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 29 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5801	6K	146627.3125	3188.35090052	154022	142480	D-edges 349 	D-max-degree 25 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 30 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5800	QW	146304.4375	2620.53305571	150048	139344	D-edges 349 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 26 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5799	A	146021.1875	4083.07889678	156298	140628	D-edges 324 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 13 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5798	OY	145274.9375	2675.38243689	149920	140261	D-edges 347 	D-max-degree 24 	D-min-degree 7 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 25 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5797	4E	144979.6875	2014.81924496	149163	141218	D-edges 339 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5796	SR	144874.25	3262.24157022	151750	139660	D-edges 334 	D-max-degree 26 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 5 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 21 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5795	GJ	144854.75	6729.53858467	162543	136825	D-edges 337 	D-max-degree 22 	D-min-degree 4 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 14 	NSUC.disc 10 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 10 	NSUC.conn 0
5794	GM	143987.6875	3865.74570295	150880	136691	D-edges 322 	D-max-degree 25 	D-min-degree 5 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 21 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5793	G4	143819.125	1988.50713083	147364	140309	D-edges 334 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 30 	DD 15 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5792	KM	143661.1875	3917.14580752	154166	138239	D-edges 360 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 25 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 17 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5791	6J	143579.3125	1504.16362635	146401	140051	D-edges 344 	D-max-degree 20 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5790	ADL	143569.8125	2973.03986306	148964	137056	D-edges 335 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 29 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5789	KK	143323.3125	1900.76454087	147486	140600	D-edges 343 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 27 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 20 	NSUC.disc 11 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 11 	NSUC.conn 0
5788	SQ	143178.8125	8877.36884737	162566	130082	D-edges 346 	D-max-degree 26 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 11 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5787	EG	143028.25	2516.16708756	148178	138622	D-edges 324 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 34 	DD 13 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5786	UY	142535.0	2419.49529861	149779	138951	D-edges 345 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 33 	DD 17 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5785	O5	142316.0	2856.1274919	148238	137243	D-edges 335 	D-max-degree 24 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 22 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5784	RS	141813.4375	3891.52320706	149523	135757	D-edges 335 	D-max-degree 25 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 28 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 24 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5783	M6	141418.375	3542.22502241	151839	137452	D-edges 357 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 19 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 3
5782	GL	141216.1875	3084.55436852	148449	136611	D-edges 322 	D-max-degree 25 	D-min-degree 5 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 21 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5781	EY	140898.875	4206.94776345	148227	133306	D-edges 343 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 27 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5780	CZ	140544.8125	2088.76282817	145533	137193	D-edges 319 	D-max-degree 19 	D-min-degree 6 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 21 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 30 	DD 21 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5779	KL	140491.0625	3721.70534615	146036	132856	D-edges 338 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 20 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5778	AYD	140230.0	2740.02723527	145639	134857	D-edges 351 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 12 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 25 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5777	PD	139137.25	10853.8012034	177990	129472	D-edges 344 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 14 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 4
5776	EU	139023.0625	2897.39554317	144368	134587	D-edges 287 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 24 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5775	SK	138978.9375	5319.97857689	152489	131067	D-edges 346 	D-max-degree 19 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 16 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5774	J5	138908.3125	16204.9806106	154298	99319	D-edges 337 	D-max-degree 20 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 26 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 25 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
5773	K6	138766.25	5490.43954866	149636	129915	D-edges 351 	D-max-degree 24 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 21 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5772	C4	138654.625	1980.5034674	142749	135632	D-edges 286 	D-max-degree 23 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 20 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5771	OZ	138220.625	4012.38920213	148144	132823	D-edges 345 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 29 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5770	QX	138024.9375	2930.53733274	142961	130830	D-edges 352 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5769	VW	138000.5	2321.86167224	141416	134173	D-edges 350 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5768	CX	137752.5625	2173.40257341	141808	133753	D-edges 286 	D-max-degree 23 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5767	F6	137743.875	2744.84316207	142513	131715	D-edges 322 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 28 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 24 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5766	FQ	137658.625	2137.01719328	142632	135268	D-edges 286 	D-max-degree 23 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 20 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5765	FY	137563.5	2102.21213844	142711	134993	D-edges 307 	D-max-degree 20 	D-min-degree 4 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 31 	DD 22 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5764	SL	137391.8125	3553.24464783	143928	129823	D-edges 356 	D-max-degree 22 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 26 	DD 15 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5763	TU	137050.875	8064.87740046	151935	122741	D-edges 351 	D-max-degree 21 	D-min-degree 5 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 15 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5762	QF	136608.8125	3304.11297133	145333	130740	D-edges 341 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 29 	DD 16 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5761	DD	136605.6875	2735.14071207	142157	131650	D-edges 323 	D-max-degree 22 	D-min-degree 5 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 29 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 25 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5760	FP	136389.9375	1994.41994916	139522	131717	D-edges 286 	D-max-degree 23 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 32 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5759	AYE	135830.3125	2569.10637963	140387	131683	D-edges 339 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 24 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5758	MT	135626.0625	20160.9164768	172039	116476	D-edges 341 	D-max-degree 20 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 28 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 4
5757	PA	135495.6875	3419.72836492	140880	127505	D-edges 341 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 27 	DD 20 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
