
5999	EXR	1171.8125	23.0711365942	1210	1126	D-edges 49 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
4930	CFJ	634.625	25.0146831881	682	593	D-edges 45 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 3 	NSUC.conn 3
4929	C7	634.4375	57.2188438694	688	432	D-edges 44 	D-max-degree 11 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4928	EPE	634.1875	18.5648146705	666	601	D-edges 53 	D-max-degree 13 	D-min-degree 9 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4927	FX	633.6875	25.2431147791	669	579	D-edges 48 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4926	I	633.3125	24.7202314664	686	594	D-edges 41 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4925	ANI	632.3125	17.2942141698	669	603	D-edges 52 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4924	ET4	632.125	15.9368872431	662	605	D-edges 56 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4923	FF	631.5625	33.324106796	676	555	D-edges 42 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4922	DV	631.125	24.6192886778	666	584	D-edges 51 	D-max-degree 12 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4921	CP	630.875	15.18171186	662	601	D-edges 38 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4920	5	625.9375	129.411392828	730	379	D-edges 35 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4919	FB	623.5	21.0742734157	654	578	D-edges 43 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
4918	DL	622.125	19.7985952785	669	593	D-edges 39 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 5 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4917	BC	620.875	73.603562244	690	463	D-edges 42 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 6 	NSUC.conn 6
4916	C5	608.8125	27.0860174952	651	564	D-edges 41 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4915	EOD	603.5625	14.6243322497	629	573	D-edges 50 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4914	EPA	600.75	14.4849059369	622	568	D-edges 54 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4913	FLN	600.5	14.7139389696	632	577	D-edges 50 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4912	FXN	596.0625	7.05752036837	610	585	D-edges 47 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 6 	NSUC.conn 6
4911	ESZ	593.75	14.5365917601	612	562	D-edges 56 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 4 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4910	J	590.3125	19.2247196013	623	540	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
4909	FY6	585.75	13.7409060837	608	568	D-edges 55 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4908	FEG	579.9375	19.0114069377	612	543	D-edges 53 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
4907	EFJ	579.6875	9.19047570858	598	563	D-edges 49 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4906	GB7	570.6875	27.6918732438	619	525	D-edges 46 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
4905	FQ3	566.1875	10.2299728128	584	547	D-edges 53 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4904	FJQ	566.125	16.0657827385	603	547	D-edges 48 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
4903	EJF	566.0	10.4642247682	581	550	D-edges 56 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4902	FP7	565.9375	14.7710390207	597	544	D-edges 50 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 6 	NSUC.conn 6
4901	F3B	564.5	17.7235718748	608	544	D-edges 47 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 6 	NSUC.conn 6
4900	UA	563.3125	11.7298697243	587	547	D-edges 47 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 6 	NSUC.conn 6
4899	EUP	557.125	11.3571288185	576	539	D-edges 48 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 5 	NSUC.conn 5
4898	CN	556.8125	100.343920313	672	419	D-edges 42 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4897	F7O	555.125	10.89079313	584	538	D-edges 55 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 5 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4896	DP4	555.0625	10.8193619844	574	538	D-edges 52 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 9 	NSUC.conn 9
4895	FBX	554.8125	12.345134416	576	529	D-edges 49 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4894	FON	551.3125	15.2303921076	585	519	D-edges 45 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4893	FUK	549.1875	13.2863593113	568	519	D-edges 50 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 6 	NSUC.conn 6
4892	KA	539.875	8.24526379202	562	529	D-edges 57 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4891	FHD	536.6875	20.247588591	573	492	D-edges 51 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
4890	EVA	536.375	81.6140880915	688	454	D-edges 62 	D-max-degree 15 	D-min-degree 10 	D-max-in-degree 7 	D-min-in-degree 4 	D-max-out-degree 9 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4889	FTV	535.8125	15.9813123288	571	502	D-edges 55 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 8 	NSUC.conn 8
4888	F64	533.8125	19.7301126137	571	502	D-edges 48 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 4 	NSUC.conn 4
4887	EF2	533.8125	14.9967444384	558	509	D-edges 51 	D-max-degree 12 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4886	FLS	528.8125	24.7189672873	586	484	D-edges 52 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4885	XN	526.9375	7.09285511977	541	515	D-edges 50 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4884	FVV	519.1875	16.1756713539	541	487	D-edges 46 	D-max-degree 11 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4883	EIN	513.25	13.7363568678	533	490	D-edges 40 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 3 	NSUC.conn 3
4882	E2F	512.4375	28.396673991	575	438	D-edges 55 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4881	EZ7	509.125	11.5264641152	530	490	D-edges 51 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 4 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 7 	NSUC.conn 7
4880	FET	508.625	20.9787839257	565	472	D-edges 54 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4879	FSV	496.875	18.5097102895	533	465	D-edges 36 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 7 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
4878	GA2	495.875	18.2615545614	526	466	D-edges 58 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4877	MK	495.4375	14.3525640131	521	464	D-edges 49 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4876	F7	494.75	19.2305096136	549	473	D-edges 57 	D-max-degree 14 	D-min-degree 9 	D-max-in-degree 7 	D-min-in-degree 5 	D-max-out-degree 8 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 18 	UR-max-degree 6 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4875	ERY	494.125	16.2668182199	519	450	D-edges 39 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
4874	EZY	492.25	15.0851748415	521	464	D-edges 56 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 18 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4873	C6	492.0625	27.7904406901	547	446	D-edges 55 	D-max-degree 13 	D-min-degree 9 	D-max-in-degree 7 	D-min-in-degree 4 	D-max-out-degree 7 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4872	FHX	491.9375	22.4484652872	549	465	D-edges 58 	D-max-degree 15 	D-min-degree 10 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4871	AV	488.5625	20.6759786649	526	440	D-edges 54 	D-max-degree 13 	D-min-degree 9 	D-max-in-degree 6 	D-min-in-degree 4 	D-max-out-degree 7 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
4870	F5Q	486.125	15.822748655	524	463	D-edges 49 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
