
5999	D7H	1354.8125	46.9497320945	1415	1278	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5108	H3	696.1875	20.1749186801	735	657	D-edges 632 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 87 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5107	GE	695.6875	128.403523487	849	535	D-edges 619 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5106	A7	694.4375	25.8842827552	738	658	D-edges 643 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5105	MK	694.125	21.5808798477	739	661	D-edges 679 	D-max-degree 38 	D-min-degree 20 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 45 	NSUC.conn 45 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5104	BM4	694.125	24.7660932527	743	645	D-edges 618 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 70 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 32 	NSUC.conn 32 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5103	HF	694.0	33.8581600209	762	627	D-edges 606 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 58 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 44 	NSUC.disc 26 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 26 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5102	6	692.4375	24.530513524	725	645	D-edges 601 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 65 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 30 	NSUC.conn 30 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5101	K	692.0	32.5076913976	759	638	D-edges 561 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 71 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 20
5100	DJ	689.375	14.8613382641	711	656	D-edges 610 	D-max-degree 36 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 20
5099	MI	688.9375	66.3140904616	776	593	D-edges 615 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 93 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 44 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 44 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5098	BM3	688.875	21.8742857026	728	660	D-edges 629 	D-max-degree 39 	D-min-degree 16 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 22
5097	D3	687.6875	21.6902015608	721	634	D-edges 602 	D-max-degree 33 	D-min-degree 12 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 20
5096	EQ	685.875	66.8962583034	748	546	D-edges 615 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 89 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5095	AQ	682.5	19.2905417239	734	650	D-edges 635 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 87 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 23
5094	B	682.0625	48.9521051003	803	606	D-edges 636 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 89 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5093	FP	680.4375	94.1414950686	773	479	D-edges 602 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 63 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5092	GS	680.0	31.9843711834	727	621	D-edges 584 	D-max-degree 32 	D-min-degree 12 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 69 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 17
5091	GG	679.1875	21.249172778	723	640	D-edges 630 	D-max-degree 42 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 91 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5090	A6	677.875	35.6561267526	742	627	D-edges 619 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 23 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 44 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 44 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 23
5089	BE	677.125	39.7898777957	769	606	D-edges 597 	D-max-degree 31 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 17
5088	V	676.5	23.3264870909	707	621	D-edges 594 	D-max-degree 32 	D-min-degree 13 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 40 	NSUC.conn 40 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5087	JD	675.3125	27.3009128739	713	618	D-edges 614 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 23
5086	7	674.6875	21.9309106913	731	630	D-edges 585 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 70 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5085	KY	671.6875	32.0911178327	724	620	D-edges 639 	D-max-degree 38 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 23
5084	YV	671.1875	31.6706069369	737	609	D-edges 659 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 8 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 22
5083	NM	670.9375	19.8603523068	704	640	D-edges 593 	D-max-degree 31 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 16 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 64 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 15
5082	B3	670.375	26.203232148	719	617	D-edges 593 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 74 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5081	Q	669.5	36.7712523583	724	591	D-edges 618 	D-max-degree 34 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 68 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5080	AR	667.3125	29.6452330696	721	623	D-edges 642 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5079	AM	666.5	27.0046292328	728	631	D-edges 620 	D-max-degree 32 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 23 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 44 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 44 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 23
5078	CC	664.9375	64.7074848356	750	553	D-edges 601 	D-max-degree 34 	D-min-degree 13 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5077	BI	663.8125	29.430466251	719	609	D-edges 615 	D-max-degree 32 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5076	BP2	663.75	28.342768037	723	603	D-edges 634 	D-max-degree 34 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5075	BA	662.125	32.7316265254	727	596	D-edges 640 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5074	S	661.8125	24.6404615166	699	617	D-edges 633 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 90 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 19
5073	D6	661.25	82.7379145253	799	566	D-edges 618 	D-max-degree 34 	D-min-degree 19 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5072	NT	660.9375	99.403513991	782	503	D-edges 589 	D-max-degree 31 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 69 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5071	DUO	659.75	20.8431643471	690	617	D-edges 631 	D-max-degree 38 	D-min-degree 13 	D-max-in-degree 22 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 22
5070	B6	656.1875	21.7750394661	700	620	D-edges 595 	D-max-degree 33 	D-min-degree 13 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5069	BF	656.0	23.908680432	706	617	D-edges 647 	D-max-degree 35 	D-min-degree 18 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 89 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 22
5068	D53	654.6875	23.7532070203	696	600	D-edges 636 	D-max-degree 40 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 25 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 25
5067	BB	653.9375	34.4700390738	710	587	D-edges 635 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 91 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 19
5066	BNJ	653.1875	27.5912548419	731	621	D-edges 626 	D-max-degree 34 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5065	E4	652.75	20.4129248272	695	616	D-edges 608 	D-max-degree 33 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5064	CO	650.4375	75.851803497	766	532	D-edges 614 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 69 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5063	AS	647.125	25.3226060073	703	600	D-edges 590 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5062	EP	645.1875	26.139574284	698	601	D-edges 613 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 20
5061	CL	644.125	44.5461488234	752	596	D-edges 613 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 67 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 23
5060	D3O	643.0625	24.6157184285	684	600	D-edges 646 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 92 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 22
5059	EX	639.5625	36.623026824	681	552	D-edges 604 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 84 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
